address,square_feet,url,price,price_per_sq_ft,status,number_of_beds,number_of_bathrooms
"520 Alice Dr, Northbrook, IL 60062","1,439",https://www.zillow.com/homedetails/520-Alice-Dr-Northbrook-IL-60062/3330520_zpid/,"$315,000",218.90201528839472,Sold,3,1
"2270 Washington Dr, Northbrook, IL 60062","2,520",https://www.zillow.com/homedetails/2270-Washington-Dr-Northbrook-IL-60062/159465765_zpid/,"$500,000",198.4126984126984,Sold,2,3
"1859 Koehling Rd, Northbrook, IL 60062","2,242",https://www.zillow.com/homedetails/1859-Koehling-Rd-Northbrook-IL-60062/3329936_zpid/,"$345,000",153.88046387154327,Sold,3,3
"4 Buttonwood Ln, Northbrook, IL 60062","3,109",https://www.zillow.com/homedetails/4-Buttonwood-Ln-Northbrook-IL-60062/3337620_zpid/,"$850,000",273.3998070119009,Sold,4,3
"3713 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3713-Provenance-Way-Northbrook-IL-60062/306331720_zpid/,"$636,500",636500.0,Sold,-,f
"944 Western Ave, Northbrook, IL 60062","2,746",https://www.zillow.com/homedetails/944-Western-Ave-Northbrook-IL-60062/3334342_zpid/,"$705,000",256.7370721048798,Sold,4,3
"3801 Mission Hills Rd Apt 312, Northbrook, IL 60062","1,747",https://www.zillow.com/homedetails/3801-Mission-Hills-Rd-APT-312-Northbrook-IL-60062/2081777428_zpid/,"$275,000",157.41270749856898,Sold,2,2
"3085 Pheasant Creek Dr Apt 301, Northbrook, IL 60062","1,250",https://www.zillow.com/homedetails/3085-Pheasant-Creek-Dr-APT-301-Northbrook-IL-60062/3332764_zpid/,"$162,500",130.0,Sold,2,2
"2132 Illinois Rd, Northbrook, IL 60062","1,800",https://www.zillow.com/homedetails/2132-Illinois-Rd-Northbrook-IL-60062/3335629_zpid/,"$360,000",200.0,Sold,3,2
"1346 Highpoint Ln, Northbrook, IL 60062","3,015",https://www.zillow.com/homedetails/1346-Highpoint-Ln-Northbrook-IL-60062/3333994_zpid/,"$472,500",156.71641791044777,Sold,4,2
"2741 Wilshire Ln, Northbrook, IL 60062","2,132",https://www.zillow.com/homedetails/2741-Wilshire-Ln-Northbrook-IL-60062/3330272_zpid/,"$355,000",166.51031894934334,Sold,3,4
"1601 Birch Rd, Northbrook, IL 60062","3,200",https://www.zillow.com/homedetails/1601-Birch-Rd-Northbrook-IL-60062/3335218_zpid/,"$749,000",234.0625,Sold,4,3
"3849 Sanders Rd, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/3849-Sanders-Rd-Northbrook-IL-60062/70453077_zpid/,"$138,500",115.41666666666667,Sold,2,2
"3719 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3719-Provenance-Way-Northbrook-IL-60062/255363090_zpid/,"$534,000",534000.0,Sold,-,f
"2328 Illinois Rd, Northbrook, IL 60062","3,020",https://www.zillow.com/homedetails/2328-Illinois-Rd-Northbrook-IL-60062/3335587_zpid/,"$675,000",223.50993377483445,Sold,4,3
"1237 Southwind Dr, Northbrook, IL 60062","3,754",https://www.zillow.com/homedetails/1237-Southwind-Dr-Northbrook-IL-60062/3332435_zpid/,"$665,000",177.14437932871604,Sold,4,3
"11 Bridlewood Rd, Northbrook, IL 60062","10,048",https://www.zillow.com/homedetails/11-Bridlewood-Rd-Northbrook-IL-60062/3337745_zpid/,"$800,000",79.61783439490446,Sold,8,7
"3030 Pheasant Creek Dr Apt 209, Northbrook, IL 60062","1,700",https://www.zillow.com/homedetails/3030-Pheasant-Creek-Dr-APT-209-Northbrook-IL-60062/2081279354_zpid/,"$224,000",131.76470588235293,Sold,3,2
"2121 Washington Dr, Northbrook, IL 60062","2,521",https://www.zillow.com/homedetails/2121-Washington-Dr-Northbrook-IL-60062/159463762_zpid/,"$480,000",190.40063466878223,Sold,3,3
"966 Suffield Ter, Northbrook, IL 60062","2,846",https://www.zillow.com/homedetails/966-Suffield-Ter-Northbrook-IL-60062/3331865_zpid/,"$695,000",244.20238931834155,Sold,5,3
"2425 Illinois Rd, Northbrook, IL 60062","2,970",https://www.zillow.com/homedetails/2425-Illinois-Rd-Northbrook-IL-60062/3334980_zpid/,$1.02M,343.4343434343434,Sold,5,5
"925 Spring Hill Dr Apt 304, Northbrook, IL 60062",,https://www.zillow.com/homedetails/925-Spring-Hill-Dr-APT-304-Northbrook-IL-60062/3332667_zpid/,"$166,000",166000.0,Sold,2,2
"1654 Silverpine Dr, Northbrook, IL 60062","4,506",https://www.zillow.com/homedetails/1654-Silverpine-Dr-Northbrook-IL-60062/3340171_zpid/,"$825,000",183.08921438082555,Sold,5,5
"4018 Bordeaux Dr, Northbrook, IL 60062","5,328",https://www.zillow.com/homedetails/4018-Bordeaux-Dr-Northbrook-IL-60062/3331029_zpid/,"$692,500",129.97372372372374,Sold,6,6
"230 Old Post Rd, Northbrook, IL 60062","2,500",https://www.zillow.com/homedetails/230-Old-Post-Rd-Northbrook-IL-60062/3329213_zpid/,"$425,000",170.0,Sold,4,3
"50 Constance Ln, Northbrook, IL 60062","2,420",https://www.zillow.com/homedetails/50-Constance-Ln-Northbrook-IL-60062/3330798_zpid/,"$285,000",117.76859504132231,Sold,5,3
"728 Lexington Ct, Northbrook, IL 60062","1,991",https://www.zillow.com/homedetails/728-Lexington-Ct-Northbrook-IL-60062/3337253_zpid/,"$285,000",143.14414866901055,Sold,3,3
"2112 Walnut Cir, Northbrook, IL 60062","3,482",https://www.zillow.com/homedetails/2112-Walnut-Cir-Northbrook-IL-60062/3330037_zpid/,"$520,000",149.33946008041355,Sold,4,5
"1853 Somerset Ln, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1853-Somerset-Ln-Northbrook-IL-60062/3339196_zpid/,"$310,000",310000.0,Sold,3,2
"1853 Somerset Ln #0, Northbrook, IL 60062","1,787",https://www.zillow.com/homedetails/1853-Somerset-Ln-0-Northbrook-IL-60062/2081044486_zpid/,"$310,000",173.47509792949077,Sold,2,4
"3485 Carol Ln, Northbrook, IL 60062","2,448",https://www.zillow.com/homedetails/3485-Carol-Ln-Northbrook-IL-60062/3349809_zpid/,"$505,000",206.29084967320262,Sold,4,3
"4007 Lindenwood Ln, Northbrook, IL 60062","2,776",https://www.zillow.com/homedetails/4007-Lindenwood-Ln-Northbrook-IL-60062/3330742_zpid/,"$410,100",147.73054755043228,Sold,4,3
"1617 Dundee Rd, Northbrook, IL 60062","1,350",https://www.zillow.com/homedetails/1617-Dundee-Rd-Northbrook-IL-60062/3335741_zpid/,"$239,000",177.03703703703704,Sold,3,1
"3709 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3709-Provenance-Way-Northbrook-IL-60062/306331712_zpid/,"$475,000",475000.0,Sold,-,f
"3418 River Falls Dr, Northbrook, IL 60062","3,000",https://www.zillow.com/homedetails/3418-River-Falls-Dr-Northbrook-IL-60062/3333600_zpid/,"$540,000",180.0,Sold,5,3
"1740 Mission Hills Rd Apt 106, Northbrook, IL 60062","1,552",https://www.zillow.com/homedetails/1740-Mission-Hills-Rd-APT-106-Northbrook-IL-60062/2085676481_zpid/,"$232,500",149.80670103092783,Sold,2,2
"815 Timbers Edge, Northbrook, IL 60062",,https://www.zillow.com/homedetails/815-Timbers-Edge-Northbrook-IL-60062/245567427_zpid/,$1.00M,1000000.0,Sold,-,f
"925 Spring Hill Dr Apt 207, Northbrook, IL 60062",,https://www.zillow.com/homedetails/925-Spring-Hill-Dr-APT-207-Northbrook-IL-60062/3332653_zpid/,"$140,000",140000.0,Sold,2,2
"1100 Long Meadow Rd, Glencoe, IL 60062","5,000",https://www.zillow.com/homedetails/1100-Long-Meadow-Rd-Glencoe-IL-60062/3329032_zpid/,"$487,500",97.5,Sold,0,a
"47 The Court Of Greenway, Northbrook, IL 60062",,https://www.zillow.com/homedetails/47-The-Court-Of-Greenway-Northbrook-IL-60062/3332558_zpid/,"$255,000",255000.0,Sold,-,s
"2236 Brentwood Rd, Northbrook, IL 60062","5,769",https://www.zillow.com/homedetails/2236-Brentwood-Rd-Northbrook-IL-60062/3339149_zpid/,$1.31M,227.07574969665453,Sold,6,6
"1709 Highland Ave, Northbrook, IL 60062","1,021",https://www.zillow.com/homedetails/1709-Highland-Ave-Northbrook-IL-60062/3340032_zpid/,"$317,500",310.9696376101861,Sold,4,2
"901 Enfield Dr #15-g3, Northbrook, IL 60062","1,400",https://www.zillow.com/homedetails/901-Enfield-Dr-15-G3-Northbrook-IL-60062/65548905_zpid/,"$253,000",180.71428571428572,Sold,2,3
"815 Timbers Edge Ln, Northbrook, IL 60062","3,050",https://www.zillow.com/homedetails/815-Timbers-Edge-Ln-Northbrook-IL-60062/2089939777_zpid/,$1.00M,327.8688524590164,Sold,3,3
"2050 Valencia Dr Apt 316c, Northbrook, IL 60062",,https://www.zillow.com/homedetails/2050-Valencia-Dr-APT-316C-Northbrook-IL-60062/3343971_zpid/,"$148,000",148000.0,Sold,2,2
"1802 Fieldwood Dr, Northbrook, IL 60062","2,832",https://www.zillow.com/homedetails/1802-Fieldwood-Dr-Northbrook-IL-60062/3338979_zpid/,"$560,000",197.74011299435028,Sold,5,4
"3801 Mission Hills Rd Apt 104, Northbrook, IL 60062","1,348",https://www.zillow.com/homedetails/3801-Mission-Hills-Rd-APT-104-Northbrook-IL-60062/2090896508_zpid/,"$217,000",160.9792284866469,Sold,2,2
"300 Forestway Dr, Northbrook, IL 60062","1,447",https://www.zillow.com/homedetails/300-Forestway-Dr-Northbrook-IL-60062/3338099_zpid/,"$298,500",206.28887353144438,Sold,3,2
"1945 Redwood Ln, Northbrook, IL 60062","1,100",https://www.zillow.com/homedetails/1945-Redwood-Ln-Northbrook-IL-60062/3336035_zpid/,"$332,000",301.8181818181818,Sold,3,1
"725 York Ct, Northbrook, IL 60062","1,991",https://www.zillow.com/homedetails/725-York-Ct-Northbrook-IL-60062/3337283_zpid/,"$300,000",150.67805123053742,Sold,3,3
"3801 Mission Hills Rd Apt 305, Northbrook, IL 60062","2,205",https://www.zillow.com/homedetails/3801-Mission-Hills-Rd-APT-305-Northbrook-IL-60062/2082754912_zpid/,"$245,000",111.11111111111111,Sold,2,3
"2315 Woodlawn Rd, Northbrook, IL 60062","2,611",https://www.zillow.com/homedetails/2315-Woodlawn-Rd-Northbrook-IL-60062/3339519_zpid/,"$635,000",243.2018383761011,Sold,5,4
"1280 Rudolph Rd Apt 4h, Northbrook, IL 60062","2,134",https://www.zillow.com/homedetails/1280-Rudolph-Rd-APT-4H-Northbrook-IL-60062/3329820_zpid/,"$325,000",152.2961574507966,Sold,3,2
"3801 Mission Hills Rd Apt 211, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/3801-Mission-Hills-Rd-APT-211-Northbrook-IL-60062/2082208296_zpid/,"$145,000",120.83333333333333,Sold,1, 
"3 The Court Of Hidden Bay, Northbrook, IL 60062","1,814",https://www.zillow.com/homedetails/3-The-Court-Of-Hidden-Bay-Northbrook-IL-60062/3333703_zpid/,"$400,000",220.5071664829107,Sold,2,2
"206 Constance Ln, Northbrook, IL 60062","2,560",https://www.zillow.com/homedetails/206-Constance-Ln-Northbrook-IL-60062/3330769_zpid/,"$629,900",246.0546875,Sold,5,3
"3810 Mission Hills Rd Apt 402, Northbrook, IL 60062","2,425",https://www.zillow.com/homedetails/3810-Mission-Hills-Rd-APT-402-Northbrook-IL-60062/3341748_zpid/,"$240,000",98.96907216494846,Sold,2,3
"2511 Oak Ave, Northbrook, IL 60062","4,096",https://www.zillow.com/homedetails/2511-Oak-Ave-Northbrook-IL-60062/3334929_zpid/,"$325,000",79.345703125,Sold,5,4
"1250 Rudolph Dr #2c, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/1250-Rudolph-Dr-2C-Northbrook-IL-60062/3329716_zpid/,"$170,000",141.66666666666666,Sold,1, 
"1781 Tudor Ln Unit 301, Northbrook, IL 60062","1,700",https://www.zillow.com/homedetails/1781-Tudor-Ln-UNIT-301-Northbrook-IL-60062/70452581_zpid/,"$2,900",1.7058823529411764,Sold,2,2
"4525 Concord Ln, Northbrook, IL 60062","2,100",https://www.zillow.com/homedetails/4525-Concord-Ln-Northbrook-IL-60062/60259826_zpid/,"$365,000",173.8095238095238,Sold,2,3
"3125 Toulon Dr Apt B2, Northbrook, IL 60062","1,450",https://www.zillow.com/homedetails/3125-Toulon-Dr-APT-B2-Northbrook-IL-60062/3333792_zpid/,"$257,500",177.58620689655172,Sold,2,2
"1088 Shermer Rd Apt 204, Northbrook, IL 60062","1,500",https://www.zillow.com/homedetails/1088-Shermer-Rd-APT-204-Northbrook-IL-60062/3335824_zpid/,"$304,900",203.26666666666668,Sold,2,2
"4525 Concord Ln, Northbrook, IL 60062","2,100",https://www.zillow.com/homedetails/4525-Concord-Ln-Northbrook-IL-60062/60259826_zpid/,"$365,000",173.8095238095238,Sold,2,3
"1771 Mission Hills Rd Apt 415, Northbrook, IL 60062","2,320",https://www.zillow.com/homedetails/1771-Mission-Hills-Rd-APT-415-Northbrook-IL-60062/3342103_zpid/,"$450,000",193.9655172413793,Sold,2,3
"3709 Provenance Way, Northbrook, IL 60062","2,099",https://www.zillow.com/homedetails/3709-Provenance-Way-Northbrook-IL-60062/2082974003_zpid/,"$475,000",226.2982372558361,Sold,3,3
"315 Pebblebrook Rd, Northbrook, IL 60062","3,150",https://www.zillow.com/homedetails/315-Pebblebrook-Rd-Northbrook-IL-60062/3338286_zpid/,"$783,000",248.57142857142858,Sold,4,4
"1119 Adams St #b, Northbrook, IL 60062","2,721",https://www.zillow.com/homedetails/1119-Adams-St-B-Northbrook-IL-60062/2086653849_zpid/,"$505,000",185.59353178978316,Sold,3,3
"2440 Oak Ave, Northbrook, IL 60062","1,928",https://www.zillow.com/homedetails/2440-Oak-Ave-Northbrook-IL-60062/3334902_zpid/,"$364,500",189.05601659751036,Sold,3,2
"1329 Highpoint Ln, Northbrook, IL 60062","2,750",https://www.zillow.com/homedetails/1329-Highpoint-Ln-Northbrook-IL-60062/3334050_zpid/,"$590,000",214.54545454545453,Sold,4,3
"2116 Royal Ridge Dr, Northbrook, IL 60062","2,600",https://www.zillow.com/homedetails/2116-Royal-Ridge-Dr-Northbrook-IL-60062/58355914_zpid/,"$545,000",209.6153846153846,Sold,3,3
"3900 Mission Hills Rd N Apt 104, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3900-Mission-Hills-Rd-N-APT-104-Northbrook-IL-60062/3341873_zpid/,"$175,000",175000.0,Sold,2,-
"3425 Sorrel Dr, Northbrook, IL 60062","1,210",https://www.zillow.com/homedetails/3425-Sorrel-Dr-Northbrook-IL-60062/3330355_zpid/,"$289,000",238.84297520661158,Sold,3,2
"3860 Mission Hills Rd Apt 109, Northbrook, IL 60062","1,800",https://www.zillow.com/homedetails/3860-Mission-Hills-Rd-APT-109-Northbrook-IL-60062/3341878_zpid/,"$241,000",133.88888888888889,Sold,2,2
"1250 Rudolph Dr #3n, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1250-Rudolph-Dr-3N-Northbrook-IL-60062/3329811_zpid/,"$105,000",105000.0,Sold,-,s
"3936 Raintree Ln, Northbrook, IL 60062","3,223",https://www.zillow.com/homedetails/3936-Raintree-Ln-Northbrook-IL-60062/3332382_zpid/,"$625,000",193.91870927707106,Sold,5,5
"3050 Pheasant Creek Dr #2-205c, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3050-Pheasant-Creek-Dr-2-205C-Northbrook-IL-60062/3332941_zpid/,"$160,000",160000.0,Sold,2,2
"3050 Pheasant Creek Dr Apt 205, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3050-Pheasant-Creek-Dr-APT-205-Northbrook-IL-60062/3332968_zpid/,"$160,000",160000.0,Sold,2,2
"2985 Keystone Rd, Northbrook, IL 60062","2,899",https://www.zillow.com/homedetails/2985-Keystone-Rd-Northbrook-IL-60062/3340317_zpid/,"$620,000",213.86685063815108,Sold,5,4
"1688 Longvalley Dr, Northbrook, IL 60062","3,317",https://www.zillow.com/homedetails/1688-Longvalley-Dr-Northbrook-IL-60062/3340222_zpid/,"$575,000",173.349412119385,Sold,5,3
"1336 Wessling Dr, Northbrook, IL 60062","2,700",https://www.zillow.com/homedetails/1336-Wessling-Dr-Northbrook-IL-60062/3332397_zpid/,"$550,000",203.7037037037037,Sold,4,3
"1114 Cayuga Dr, Northbrook, IL 60062","2,586",https://www.zillow.com/homedetails/1114-Cayuga-Dr-Northbrook-IL-60062/3333126_zpid/,"$515,000",199.1492652745553,Sold,4,3
"3936 Raintree Ln, Northbrook, IL 60062","3,223",https://www.zillow.com/homedetails/3936-Raintree-Ln-Northbrook-IL-60062/2085125190_zpid/,"$625,000",193.91870927707106,Sold,4,4
"1405 Chartres Dr Apt B-1, Northbrook, IL 60062","1,291",https://www.zillow.com/homedetails/1405-Chartres-Dr-APT-B-1-Northbrook-IL-60062/3333775_zpid/,"$205,000",158.79163439194423,Sold,2,2
"1800 Mission Hills Rd Apt 516, Northbrook, IL 60062","2,500",https://www.zillow.com/homedetails/1800-Mission-Hills-Rd-APT-516-Northbrook-IL-60062/3341777_zpid/,"$663,500",265.4,Sold,2,3
"5 The Court Of Island Point, Northbrook, IL 60062","2,200",https://www.zillow.com/homedetails/5-The-Court-Of-Island-Point-Northbrook-IL-60062/3333495_zpid/,"$475,000",215.9090909090909,Sold,3,3
"2511 Saint Stephens Grn, Northbrook, IL 60062","3,402",https://www.zillow.com/homedetails/2511-Saint-Stephens-Grn-Northbrook-IL-60062/3334379_zpid/,"$870,000",255.73192239858906,Sold,4,4
"2539 Techny Rd, Northbrook, IL 60062","1,441",https://www.zillow.com/homedetails/2539-Techny-Rd-Northbrook-IL-60062/63689457_zpid/,"$1,950",1.3532269257460097,Sold,3,1
"1100 Saranac Ln, Northbrook, IL 60062","2,586",https://www.zillow.com/homedetails/1100-Saranac-Ln-Northbrook-IL-60062/3334355_zpid/,"$428,000",165.50657385924208,Sold,4,3
"1042 Briarwood Ln, Northbrook, IL 60062","2,025",https://www.zillow.com/homedetails/1042-Briarwood-Ln-Northbrook-IL-60062/3334534_zpid/,"$385,000",190.12345679012347,Sold,3,2
"2975 Keystone Rd, Northbrook, IL 60062","3,336",https://www.zillow.com/homedetails/2975-Keystone-Rd-Northbrook-IL-60062/3340275_zpid/,"$800,000",239.8081534772182,Sold,5,4
"3845 Gregory Dr, Northbrook, IL 60062","2,354",https://www.zillow.com/homedetails/3845-Gregory-Dr-Northbrook-IL-60062/3349856_zpid/,"$400,000",169.92353440951572,Sold,4,3
"1714 Silverpine Dr, Northbrook, IL 60062","2,355",https://www.zillow.com/homedetails/1714-Silverpine-Dr-Northbrook-IL-60062/3340165_zpid/,"$490,000",208.06794055201698,Sold,4,3
"308 Cottonwood Rd, Northbrook, IL 60062","1,150",https://www.zillow.com/homedetails/308-Cottonwood-Rd-Northbrook-IL-60062/3329533_zpid/,"$355,000",308.69565217391306,Sold,3,2
"3801 Mission Hills Rd #e-311, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3801-Mission-Hills-Rd-E-311-Northbrook-IL-60062/3341144_zpid/,"$125,000",125000.0,Sold,1,-
"3851 Mission Hills Rd #w-106, Northbrook, IL 60062","1,348",https://www.zillow.com/homedetails/3851-Mission-Hills-Rd-W-106-Northbrook-IL-60062/3341175_zpid/,"$187,000",138.7240356083086,Sold,2,2
"322 Chipili Dr, Northbrook, IL 60062","1,231",https://www.zillow.com/homedetails/322-Chipili-Dr-Northbrook-IL-60062/3338073_zpid/,"$320,000",259.95125913891144,Sold,3,2
"1714 Ferndale Ave, Northbrook, IL 60062","2,450",https://www.zillow.com/homedetails/1714-Ferndale-Ave-Northbrook-IL-60062/3335730_zpid/,"$530,000",216.3265306122449,Sold,4,3
"1161 Taylor St, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1161-Taylor-St-Northbrook-IL-60062/253421655_zpid/,"$523,000",523000.0,Sold,S,o
"1250 Rudolph Dr #5j, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1250-Rudolph-Dr-5J-Northbrook-IL-60062/3329764_zpid/,"$248,000",248000.0,Sold,-,s
"1320 Brookside Ln, Northbrook, IL 60062","3,017",https://www.zillow.com/homedetails/1320-Brookside-Ln-Northbrook-IL-60062/3334817_zpid/,"$292,000",96.7848856479947,Sold,0,a
"1320 Brookside Ln, Northbrook, IL 60062","3,017",https://www.zillow.com/homedetails/1320-Brookside-Ln-Northbrook-IL-60062/3334817_zpid/,"$292,000",96.7848856479947,Sold,0,a
"1250 Rudolph Dr #5j, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1250-Rudolph-Dr-5J-Northbrook-IL-60062/3329764_zpid/,"$248,000",248000.0,Sold,-,s
"1220 Rudolph Rd Apt 5p, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1220-Rudolph-Rd-APT-5P-Northbrook-IL-60062/3329699_zpid/,"$350,000",350000.0,Sold,-,s
"2521 Burgundy Ln, Northbrook, IL 60062","2,360",https://www.zillow.com/homedetails/2521-Burgundy-Ln-Northbrook-IL-60062/3343554_zpid/,"$455,000",192.79661016949152,Sold,2,2
"31 Wellington Rd, Northbrook, IL 60062","2,610",https://www.zillow.com/homedetails/31-Wellington-Rd-Northbrook-IL-60062/3329314_zpid/,"$285,000",109.19540229885058,Sold,3,3
"1431 Sunset Ridge Rd, Northbrook, IL 60062","1,073",https://www.zillow.com/homedetails/1431-Sunset-Ridge-Rd-Northbrook-IL-60062/3338079_zpid/,"$287,000",267.4743709226468,Sold,3,2
"1028 Sussex Dr, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1028-Sussex-Dr-Northbrook-IL-60062/3332834_zpid/,"$245,000",245000.0,Sold,3,3
"3900 Dundee Rd #203b, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3900-Dundee-Rd-203B-Northbrook-IL-60062/3331394_zpid/,"$137,000",137000.0,Sold,2,-
"1042 Whitfield Rd, Northbrook, IL 60062","1,100",https://www.zillow.com/homedetails/1042-Whitfield-Rd-Northbrook-IL-60062/3337512_zpid/,"$360,000",327.27272727272725,Sold,3,2
"985 Enfield Dr #11-e1, Northbrook, IL 60062","1,500",https://www.zillow.com/homedetails/985-Enfield-Dr-11-E1-Northbrook-IL-60062/63689521_zpid/,"$189,000",126.0,Sold,2,-
"4484 Fourwinds, Northbrook, IL 60062","2,698",https://www.zillow.com/homedetails/4484-Fourwinds-Northbrook-IL-60062/113966669_zpid/,"$389,000",144.1808747220163,Sold,4,4
"228 Voltz Rd, Northbrook, IL 60062","1,231",https://www.zillow.com/homedetails/228-Voltz-Rd-Northbrook-IL-60062/3338173_zpid/,"$396,500",322.0958570268075,Sold,3,2
"4032 Noble Ct, Northbrook, IL 60062","6,106",https://www.zillow.com/homedetails/4032-Noble-Ct-Northbrook-IL-60062/70427001_zpid/,$1.00M,163.77333770062233,Sold,6,6
"1500 Lawrence Ln, Northbrook, IL 60062","5,819",https://www.zillow.com/homedetails/1500-Lawrence-Ln-Northbrook-IL-60062/3337731_zpid/,$1.16M,199.34696683278915,Sold,5,5
"3851 Mission Hills Rd Apt 106, Northbrook, IL 60062","1,348",https://www.zillow.com/homedetails/3851-Mission-Hills-Rd-APT-106-Northbrook-IL-60062/2081328181_zpid/,"$187,000",138.7240356083086,Sold,2,2
"1161 Taylor St, Northbrook, IL 60062","2,725",https://www.zillow.com/homedetails/1161-Taylor-St-Northbrook-IL-60062/159465772_zpid/,"$523,000",191.92660550458714,Sold,3,3
"670 Ballantrae Dr Apt B, Northbrook, IL 60062","2,466",https://www.zillow.com/homedetails/670-Ballantrae-Dr-APT-B-Northbrook-IL-60062/2104398885_zpid/,"$312,500",126.72343876723438,Sold,3,3
"3900 Dundee Rd Apt 203, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3900-Dundee-Rd-APT-203-Northbrook-IL-60062/2085011606_zpid/,"$137,000",137000.0,Sold,2,2
"1752 Provenance Way, Northbrook, IL 60062","1,807",https://www.zillow.com/homedetails/1752-Provenance-Way-Northbrook-IL-60062/257635967_zpid/,"$634,500",351.1344770337576,Sold,2,3
"837 Gleneagle Ln, Northbrook, IL 60062","3,410",https://www.zillow.com/homedetails/837-Gleneagle-Ln-Northbrook-IL-60062/58355955_zpid/,$1.02M,299.1202346041056,Sold,3,5
"4043 Noble Ct, Northbrook, IL 60062","5,801",https://www.zillow.com/homedetails/4043-Noble-Ct-Northbrook-IL-60062/65542061_zpid/,$1.00M,172.38407171177383,Sold,6,5
"1343 Landwehr Rd, Northbrook, IL 60062","2,342",https://www.zillow.com/homedetails/1343-Landwehr-Rd-Northbrook-IL-60062/3333895_zpid/,"$480,000",204.9530315969257,Sold,4,3
"4200 Timberlane Dr, Northbrook, IL 60062","2,380",https://www.zillow.com/homedetails/4200-Timberlane-Dr-Northbrook-IL-60062/3341086_zpid/,"$410,000",172.2689075630252,Sold,3,3
"4001 Walters Ave, Northbrook, IL 60062","2,121",https://www.zillow.com/homedetails/4001-Walters-Ave-Northbrook-IL-60062/3332195_zpid/,"$280,000",132.01320132013203,Sold,4,3
"985 Enfield Dr, Northbrook, IL 60062","1,450",https://www.zillow.com/homedetails/985-Enfield-Dr-Northbrook-IL-60062/2083178782_zpid/,"$189,000",130.3448275862069,Sold,2,2
"4369 Exeter Ln, Northbrook, IL 60062","2,500",https://www.zillow.com/homedetails/4369-Exeter-Ln-Northbrook-IL-60062/49913277_zpid/,"$450,000",180.0,Sold,3,2
"1614 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1614-Provenance-Way-Northbrook-IL-60062/306331816_zpid/,"$779,000",779000.0,Sold,-,f
"3911 Mission Hills Rd N #4a, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3911-Mission-Hills-Rd-N-4A-Northbrook-IL-60062/3341495_zpid/,"$405,000",405000.0,Sold,-,s
"3722 Maple Ave, Northbrook, IL 60062","5,472",https://www.zillow.com/homedetails/3722-Maple-Ave-Northbrook-IL-60062/3332238_zpid/,"$750,000",137.06140350877192,Sold,4,5
"2050 Valencia Dr Apt 216c, Northbrook, IL 60062","1,000",https://www.zillow.com/homedetails/2050-Valencia-Dr-APT-216C-Northbrook-IL-60062/3343955_zpid/,"$160,000",160.0,Sold,2,2
"1253 Sunset Ridge Rd, Northbrook, IL 60062","1,650",https://www.zillow.com/homedetails/1253-Sunset-Ridge-Rd-Northbrook-IL-60062/3338045_zpid/,"$255,000",154.54545454545453,Sold,5,3
"1123 Midway Rd, Northbrook, IL 60062","2,786",https://www.zillow.com/homedetails/1123-Midway-Rd-Northbrook-IL-60062/3337560_zpid/,"$218,500",78.4278535534817,Sold,4,4
"3221 W Parkway Dr Apt 21d, Northbrook, IL 60062",850,https://www.zillow.com/homedetails/3221-W-Parkway-Dr-APT-21D-Northbrook-IL-60062/70452997_zpid/,"$123,051",144.7658823529412,Sold,1, 
"3515 Merle Ln, Northbrook, IL 60062","3,056",https://www.zillow.com/homedetails/3515-Merle-Ln-Northbrook-IL-60062/3349822_zpid/,"$478,500",156.57722513089004,Sold,4,3
"3911 Mission Hills Rd, Northbrook, IL 60062","2,655",https://www.zillow.com/homedetails/3911-Mission-Hills-Rd-Northbrook-IL-60062/2082483834_zpid/,"$405,000",152.54237288135593,Sold,4,4
"27 Bridlewood Rd, Northbrook, IL 60062","6,265",https://www.zillow.com/homedetails/27-Bridlewood-Rd-Northbrook-IL-60062/3337676_zpid/,"$960,000",153.23224261771747,Sold,5,6
"4050 Dundee Rd #306h, Northbrook, IL 60062","1,350",https://www.zillow.com/homedetails/4050-Dundee-Rd-306H-Northbrook-IL-60062/3330981_zpid/,"$158,000",117.03703703703704,Sold,2,2
